name,url,album,date,artist,genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
The Second Attack (Death of Gavroche),Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/4JniLYfa0vKD2sTPfBn8tZ,1988-01-01,Anthony Warlowe,unknown,17,0.555,0.191,2,-14.082,0,0.158,0.486,0.0,0.242,0.236,135.262,121120,4
The Final Battle,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/7i86Hpb5D3gPGovd5OaFKj,1988-01-01,Rich Herbert,unknown,18,0.326,0.404,3,-9.949,1,0.0475,0.82,0.188,0.181,0.111,140.714,141760,4
The Sewers / Dog Eats Dog,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/3j1nortWk5ifLgo2unNU44,1988-01-01,Barry James,unknown,16,0.219,0.168,9,-16.223,1,0.0408,0.937,0.0141,0.0567,0.109,60.695,388787,4
Javert's Suicide,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/3lqthMUw2kJlMJhLM5ZDaJ,1988-01-01,Philip Quast,unknown,21,0.386,0.396,5,-12.227,1,0.0934,0.858,1.17E-06,0.0919,0.248,82.814,269547,4
Turning,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/0ehy1goXmzgZFcik4X81Ue,1988-01-01,Les Misérables - International Cast,unknown,18,0.323,0.0335,2,-20.194,0,0.0501,0.96,0.0,0.116,0.266,85.874,140160,4
Empty Chairs At Empty Tables,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/6jXm0GG4XidvMuxtnQtJGq,1988-01-01,Michael Ball,operatic pop,23,0.271,0.169,5,-14.596,1,0.0391,0.866,0.11,0.12,0.0764,92.481,177280,4
Every Day (Marius and Cosette),Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/7r1iC2370aWPmb3VBXYJFp,1988-01-01,Tracy Shayne,unknown,17,0.341,0.205,0,-15.481,1,0.044,0.922,0.0,0.214,0.146,72.244,134227,4
Valjean's Confession,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/24m6DQ1jM944wpDZmImfkT,1988-01-01,Gary Morris,classic country pop,17,0.317,0.199,8,-16.793,1,0.049,0.897,1.21E-05,0.0783,0.173,86.785,181187,4
The Wedding Chorale / Beggars At the Feast,Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/39cIZI1HioZnEupy6nJg4x,1988-01-01,Graham Gill,unknown,16,0.55,0.228,1,-16.774,0,0.312,0.859,0.0,0.658,0.425,71.567,329160,4
Epilogue (Finale),Les Misérables (The Complete Symphonic Recording),https://open.spotify.com/track/3OSzYvMPoLY3c2rQBsBZyn,1988-01-01,Les Misérables - International Cast,unknown,20,0.322,0.028,7,-23.751,0,0.0389,0.946,1.17E-05,0.0711,0.113,104.758,539000,3
